"('OVERALL', 'REB')","('OVERALL', 'OREB')","('OVERALL', 'DREB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'REB_FREQ')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'REB_FREQ')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'REB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'DREB')","('0-3 Feet', 'REB_FREQ')","('3-6 Feet', 'REB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'DREB')","('3-6 Feet', 'REB_FREQ')",PLAYER_ID,SEASON,TEAM_ID,"('6-10 Feet', 'REB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'DREB')","('6-10 Feet', 'REB_FREQ')","('10+ Feet', 'REB')","('10+ Feet', 'OREB')","('10+ Feet', 'DREB')","('10+ Feet', 'REB_FREQ')"
278,55,223,83,195,195.0,32.0,163.0,0.701,76.0,18.0,58.0,0.273,7.0,5.0,2.0,0.025,50.0,11.0,39.0,0.18,112.0,16.0,96.0,0.403,1641824,2024-25,1610612741,68.0,10.0,58.0,0.245,48.0,18.0,30.0,0.173
168,66,102,64,104,104.0,25.0,79.0,0.619,56.0,33.0,23.0,0.333,8.0,8.0,0.0,0.048,37.0,19.0,18.0,0.22,55.0,23.0,32.0,0.327,1641763,2024-25,1610612741,31.0,6.0,25.0,0.185,45.0,18.0,27.0,0.268
36,12,24,13,23,23.0,5.0,18.0,0.639,13.0,7.0,6.0,0.361,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.167,13.0,5.0,8.0,0.361,1641763,2023-24,1610612741,12.0,3.0,9.0,0.333,5.0,1.0,4.0,0.139
8,4,4,3,5,5.0,1.0,4.0,0.625,3.0,3.0,0.0,0.375,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.25,2.0,1.0,1.0,0.25,1641801,2024-25,1610612741,1.0,1.0,0.0,0.125,3.0,1.0,2.0,0.375
100,19,81,28,72,72.0,10.0,62.0,0.72,26.0,8.0,18.0,0.26,2.0,1.0,1.0,0.02,20.0,5.0,15.0,0.2,32.0,4.0,28.0,0.32,1629659,2024-25,1610612741,21.0,3.0,18.0,0.21,27.0,7.0,20.0,0.27
168,25,143,32,136,136.0,18.0,118.0,0.81,27.0,3.0,24.0,0.161,5.0,4.0,1.0,0.03,36.0,7.0,29.0,0.214,71.0,7.0,64.0,0.423,1629659,2020-21,1610612747,32.0,1.0,31.0,0.19,29.0,10.0,19.0,0.173
193,37,156,53,140,140.0,23.0,117.0,0.725,52.0,14.0,38.0,0.269,1.0,0.0,1.0,0.005,27.0,7.0,20.0,0.14,69.0,7.0,62.0,0.358,1629659,2021-22,1610612747,47.0,8.0,39.0,0.244,50.0,15.0,35.0,0.259
210,41,169,61,149,149.0,17.0,132.0,0.71,54.0,18.0,36.0,0.257,7.0,6.0,1.0,0.033,31.0,10.0,21.0,0.148,65.0,11.0,54.0,0.31,1629659,2022-23,1610612762,70.0,8.0,62.0,0.333,44.0,12.0,32.0,0.21
121,21,100,31,90,90.0,9.0,81.0,0.744,27.0,11.0,16.0,0.223,4.0,1.0,3.0,0.033,17.0,7.0,10.0,0.14,35.0,2.0,33.0,0.289,1629659,2023-24,1610612762,34.0,2.0,32.0,0.281,34.0,10.0,24.0,0.281
7,2,5,1,6,6.0,2.0,4.0,0.857,1.0,0.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.571,1629659,2019-20,1610612747,2.0,1.0,1.0,0.286,1.0,1.0,0.0,0.143
125,38,87,35,90,90.0,22.0,68.0,0.72,34.0,15.0,19.0,0.272,1.0,1.0,0.0,0.008,32.0,10.0,22.0,0.256,41.0,8.0,33.0,0.328,1631207,2024-25,1610612741,23.0,6.0,17.0,0.184,29.0,14.0,15.0,0.232
105,26,79,24,81,81.0,15.0,66.0,0.771,23.0,10.0,13.0,0.219,1.0,1.0,0.0,0.01,23.0,6.0,17.0,0.219,33.0,5.0,28.0,0.314,1631207,2023-24,1610612741,28.0,6.0,22.0,0.267,21.0,9.0,12.0,0.2
35,11,24,11,24,24.0,3.0,21.0,0.686,10.0,7.0,3.0,0.286,1.0,1.0,0.0,0.029,5.0,2.0,3.0,0.143,13.0,4.0,9.0,0.371,1631207,2022-23,1610612741,5.0,1.0,4.0,0.143,12.0,4.0,8.0,0.343
58,16,42,12,46,46.0,9.0,37.0,0.793,9.0,4.0,5.0,0.155,3.0,3.0,0.0,0.052,6.0,4.0,2.0,0.103,9.0,3.0,6.0,0.155,1630200,2024-25,1610612741,14.0,3.0,11.0,0.241,29.0,6.0,23.0,0.5
58,15,43,8,50,50.0,12.0,38.0,0.862,8.0,3.0,5.0,0.138,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.052,3.0,1.0,2.0,0.052,1630200,2024-25,1610612759,19.0,3.0,16.0,0.328,33.0,10.0,23.0,0.569
21,8,13,5,16,16.0,5.0,11.0,0.762,5.0,3.0,2.0,0.238,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.048,2.0,1.0,1.0,0.095,1630200,2020-21,1610612759,8.0,3.0,5.0,0.381,10.0,3.0,7.0,0.476
155,29,126,22,133,133.0,22.0,111.0,0.858,21.0,6.0,15.0,0.135,1.0,1.0,0.0,0.006,19.0,4.0,15.0,0.123,38.0,9.0,29.0,0.245,1630200,2021-22,1610612759,41.0,3.0,38.0,0.265,57.0,13.0,44.0,0.368
229,51,178,31,198,198.0,42.0,156.0,0.865,30.0,8.0,22.0,0.131,1.0,1.0,0.0,0.004,21.0,7.0,14.0,0.092,56.0,6.0,50.0,0.245,1630200,2022-23,1610612759,68.0,10.0,58.0,0.297,84.0,28.0,56.0,0.367
282,57,225,34,248,248.0,40.0,208.0,0.879,32.0,16.0,16.0,0.113,2.0,1.0,1.0,0.007,16.0,4.0,12.0,0.057,49.0,12.0,37.0,0.174,1630200,2023-24,1610612759,80.0,7.0,73.0,0.284,137.0,34.0,103.0,0.486
9,3,6,5,4,4.0,0.0,4.0,0.444,3.0,2.0,1.0,0.333,2.0,1.0,1.0,0.222,1.0,0.0,1.0,0.111,4.0,3.0,1.0,0.444,1630604,2024-25,1610612741,3.0,0.0,3.0,0.333,0.0,0.0,0.0,0.0
5,0,5,2,3,3.0,0.0,3.0,0.6,2.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,3.0,0.0,3.0,0.6,1630604,2023-24,1610612740,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0
236,43,193,68,168,168.0,22.0,146.0,0.712,60.0,13.0,47.0,0.254,8.0,8.0,0.0,0.034,38.0,7.0,31.0,0.161,81.0,16.0,65.0,0.343,1630172,2024-25,1610612741,69.0,10.0,59.0,0.292,48.0,10.0,38.0,0.203
326,65,261,91,235,235.0,23.0,212.0,0.721,87.0,38.0,49.0,0.267,4.0,4.0,0.0,0.012,59.0,16.0,43.0,0.181,140.0,26.0,114.0,0.429,1630172,2020-21,1610612741,84.0,9.0,75.0,0.258,43.0,14.0,29.0,0.132
69,17,52,17,52,52.0,7.0,45.0,0.754,14.0,7.0,7.0,0.203,3.0,3.0,0.0,0.043,9.0,4.0,5.0,0.13,27.0,5.0,22.0,0.391,1630172,2021-22,1610612741,22.0,2.0,20.0,0.319,11.0,6.0,5.0,0.159
319,77,242,105,214,214.0,31.0,183.0,0.671,94.0,40.0,54.0,0.295,11.0,6.0,5.0,0.034,72.0,29.0,43.0,0.226,135.0,22.0,113.0,0.423,1630172,2022-23,1610612741,73.0,10.0,63.0,0.229,39.0,16.0,23.0,0.122
161,46,115,42,119,119.0,21.0,98.0,0.739,40.0,23.0,17.0,0.248,2.0,2.0,0.0,0.012,27.0,13.0,14.0,0.168,66.0,11.0,55.0,0.41,1630172,2023-24,1610612741,40.0,5.0,35.0,0.248,28.0,17.0,11.0,0.174
66,16,50,14,52,52.0,11.0,41.0,0.788,14.0,5.0,9.0,0.212,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.121,14.0,5.0,9.0,0.212,203957,2018-19,1610612762,20.0,0.0,20.0,0.303,24.0,8.0,16.0,0.364
33,4,29,9,24,24.0,2.0,22.0,0.727,9.0,2.0,7.0,0.273,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.091,6.0,1.0,5.0,0.182,203957,2024-25,1610612742,12.0,1.0,11.0,0.364,12.0,2.0,10.0,0.364
131,29,102,23,108,108.0,20.0,88.0,0.824,21.0,7.0,14.0,0.16,2.0,2.0,0.0,0.015,8.0,2.0,6.0,0.061,31.0,5.0,26.0,0.237,203957,2016-17,1610612762,45.0,4.0,41.0,0.344,47.0,18.0,29.0,0.359
17,2,15,2,15,15.0,1.0,14.0,0.882,1.0,0.0,1.0,0.059,1.0,1.0,0.0,0.059,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.294,203957,2020-21,1610612739,7.0,0.0,7.0,0.412,5.0,1.0,4.0,0.294
26,4,22,7,19,19.0,1.0,18.0,0.731,5.0,1.0,4.0,0.192,2.0,2.0,0.0,0.077,5.0,1.0,4.0,0.192,11.0,2.0,9.0,0.423,203957,2017-18,1610612762,8.0,0.0,8.0,0.308,2.0,1.0,1.0,0.077
145,24,121,27,118,118.0,14.0,104.0,0.814,25.0,9.0,16.0,0.172,2.0,1.0,1.0,0.014,19.0,8.0,11.0,0.131,30.0,6.0,24.0,0.207,203957,2023-24,1610612742,44.0,3.0,41.0,0.303,52.0,7.0,45.0,0.359
57,10,47,8,49,49.0,7.0,42.0,0.86,6.0,1.0,5.0,0.105,2.0,2.0,0.0,0.035,9.0,2.0,7.0,0.158,17.0,3.0,14.0,0.298,203957,2019-20,1610612739,12.0,1.0,11.0,0.211,19.0,4.0,15.0,0.333
12,3,9,1,11,11.0,3.0,8.0,0.917,1.0,0.0,1.0,0.083,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.333,1.0,0.0,1.0,0.083,203957,2019-20,1610612762,2.0,0.0,2.0,0.167,5.0,3.0,2.0,0.417
134,13,121,27,107,107.0,6.0,101.0,0.799,25.0,6.0,19.0,0.187,2.0,1.0,1.0,0.015,13.0,1.0,12.0,0.097,54.0,5.0,49.0,0.403,1631108,2024-25,1610612742,43.0,2.0,41.0,0.321,24.0,5.0,19.0,0.179
123,25,98,36,87,87.0,14.0,73.0,0.707,35.0,10.0,25.0,0.285,1.0,1.0,0.0,0.008,15.0,4.0,11.0,0.122,44.0,5.0,39.0,0.358,1631108,2024-25,1610612747,36.0,5.0,31.0,0.293,28.0,11.0,17.0,0.228
136,15,121,33,103,103.0,9.0,94.0,0.757,29.0,4.0,25.0,0.213,4.0,2.0,2.0,0.029,25.0,3.0,22.0,0.184,45.0,2.0,43.0,0.331,1631108,2023-24,1610612747,37.0,1.0,36.0,0.272,29.0,9.0,20.0,0.213
75,7,68,14,61,61.0,2.0,59.0,0.813,14.0,5.0,9.0,0.187,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.2,30.0,4.0,26.0,0.4,1631108,2022-23,1610612747,16.0,0.0,16.0,0.213,14.0,3.0,11.0,0.187
89,9,80,15,74,74.0,7.0,67.0,0.831,15.0,2.0,13.0,0.169,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.056,21.0,3.0,18.0,0.236,1630702,2024-25,1610612742,22.0,0.0,22.0,0.247,41.0,6.0,35.0,0.461
127,20,107,20,107,107.0,15.0,92.0,0.843,18.0,4.0,14.0,0.142,2.0,1.0,1.0,0.016,9.0,4.0,5.0,0.071,41.0,1.0,40.0,0.323,1630702,2023-24,1610612742,39.0,1.0,38.0,0.307,37.0,14.0,23.0,0.291
89,11,78,18,71,71.0,11.0,60.0,0.798,17.0,0.0,17.0,0.191,1.0,0.0,1.0,0.011,9.0,0.0,9.0,0.101,24.0,2.0,22.0,0.27,1630702,2022-23,1610612742,27.0,2.0,25.0,0.303,29.0,7.0,22.0,0.326
268,103,165,116,152,152.0,35.0,117.0,0.567,98.0,51.0,47.0,0.366,18.0,17.0,1.0,0.067,76.0,29.0,47.0,0.284,128.0,45.0,83.0,0.478,1641726,2024-25,1610612742,41.0,15.0,26.0,0.153,23.0,14.0,9.0,0.086
373,135,238,171,202,202.0,55.0,147.0,0.542,152.0,65.0,87.0,0.408,19.0,15.0,4.0,0.051,121.0,41.0,80.0,0.324,155.0,47.0,108.0,0.416,1641726,2023-24,1610612742,74.0,32.0,42.0,0.198,22.0,14.0,8.0,0.059
670,174,496,301,369,369.0,50.0,319.0,0.551,239.0,77.0,162.0,0.357,62.0,47.0,15.0,0.093,255.0,80.0,175.0,0.381,263.0,49.0,214.0,0.393,203076,2018-19,1610612740,101.0,23.0,78.0,0.151,51.0,22.0,29.0,0.076
91,15,76,37,54,54.0,4.0,50.0,0.593,34.0,8.0,26.0,0.374,3.0,3.0,0.0,0.033,29.0,8.0,21.0,0.319,41.0,4.0,37.0,0.451,203076,2024-25,1610612742,15.0,1.0,14.0,0.165,6.0,2.0,4.0,0.066
494,115,379,228,266,266.0,27.0,239.0,0.538,202.0,68.0,134.0,0.409,26.0,20.0,6.0,0.053,190.0,57.0,133.0,0.385,199.0,39.0,160.0,0.403,203076,2024-25,1610612747,75.0,12.0,63.0,0.152,30.0,7.0,23.0,0.061
876,168,708,371,505,505.0,45.0,460.0,0.576,309.0,81.0,228.0,0.353,62.0,42.0,20.0,0.071,329.0,61.0,268.0,0.376,333.0,55.0,278.0,0.38,203076,2016-17,1610612740,138.0,24.0,114.0,0.158,74.0,27.0,47.0,0.084
285,61,224,100,185,185.0,16.0,169.0,0.649,87.0,36.0,51.0,0.305,13.0,9.0,4.0,0.046,98.0,27.0,71.0,0.344,110.0,19.0,91.0,0.386,203076,2020-21,1610612747,44.0,6.0,38.0,0.154,33.0,9.0,24.0,0.116
392,105,287,190,202,202.0,22.0,180.0,0.515,152.0,55.0,97.0,0.388,38.0,28.0,10.0,0.097,145.0,51.0,94.0,0.37,146.0,29.0,117.0,0.372,203076,2021-22,1610612747,68.0,13.0,55.0,0.173,33.0,12.0,21.0,0.084
820,182,638,326,494,494.0,61.0,433.0,0.602,272.0,82.0,190.0,0.332,54.0,39.0,15.0,0.066,326.0,77.0,249.0,0.398,306.0,59.0,247.0,0.373,203076,2017-18,1610612740,111.0,14.0,97.0,0.135,76.0,31.0,45.0,0.093
700,195,505,379,321,321.0,40.0,281.0,0.459,326.0,119.0,207.0,0.466,53.0,36.0,17.0,0.076,296.0,108.0,188.0,0.423,276.0,51.0,225.0,0.394,203076,2022-23,1610612747,98.0,22.0,76.0,0.14,30.0,14.0,16.0,0.043
926,229,697,422,504,504.0,50.0,454.0,0.544,350.0,124.0,226.0,0.378,72.0,55.0,17.0,0.078,404.0,137.0,267.0,0.436,353.0,54.0,299.0,0.381,203076,2023-24,1610612747,121.0,23.0,98.0,0.131,48.0,15.0,33.0,0.052
613,122,491,246,367,367.0,36.0,331.0,0.599,211.0,66.0,145.0,0.344,35.0,20.0,15.0,0.057,203.0,34.0,169.0,0.331,246.0,48.0,198.0,0.401,203076,2015-16,1610612740,100.0,15.0,85.0,0.163,64.0,25.0,39.0,0.104
575,140,435,235,340,340.0,40.0,300.0,0.591,196.0,72.0,124.0,0.341,39.0,28.0,11.0,0.068,190.0,68.0,122.0,0.33,210.0,40.0,170.0,0.365,203076,2019-20,1610612747,109.0,12.0,97.0,0.19,66.0,20.0,46.0,0.115
411,140,271,133,278,278.0,64.0,214.0,0.676,116.0,62.0,54.0,0.282,17.0,14.0,3.0,0.041,77.0,31.0,46.0,0.187,162.0,45.0,117.0,0.394,203939,2018-19,1610612742,106.0,30.0,76.0,0.258,66.0,34.0,32.0,0.161
117,46,71,50,67,67.0,18.0,49.0,0.573,42.0,22.0,20.0,0.359,8.0,6.0,2.0,0.068,33.0,15.0,18.0,0.282,51.0,14.0,37.0,0.436,203939,2024-25,1610612742,14.0,6.0,8.0,0.12,19.0,11.0,8.0,0.162
297,89,208,103,194,194.0,39.0,155.0,0.653,91.0,39.0,52.0,0.306,12.0,11.0,1.0,0.04,80.0,20.0,60.0,0.269,124.0,24.0,100.0,0.418,203939,2016-17,1610612742,63.0,25.0,38.0,0.212,30.0,20.0,10.0,0.101
236,81,155,88,148,148.0,30.0,118.0,0.627,75.0,41.0,34.0,0.318,13.0,10.0,3.0,0.055,48.0,19.0,29.0,0.203,82.0,29.0,53.0,0.347,203939,2020-21,1610612742,64.0,16.0,48.0,0.271,42.0,17.0,25.0,0.178
406,175,231,158,248,248.0,81.0,167.0,0.611,134.0,74.0,60.0,0.33,24.0,20.0,4.0,0.059,107.0,58.0,49.0,0.264,155.0,56.0,99.0,0.382,203939,2021-22,1610612742,82.0,30.0,52.0,0.202,62.0,31.0,31.0,0.153
442,134,308,157,285,285.0,56.0,229.0,0.645,124.0,54.0,70.0,0.281,33.0,24.0,9.0,0.075,131.0,34.0,97.0,0.296,167.0,42.0,125.0,0.378,203939,2017-18,1610612742,85.0,31.0,54.0,0.192,59.0,27.0,32.0,0.133
312,148,164,129,183,183.0,68.0,115.0,0.587,111.0,64.0,47.0,0.356,18.0,16.0,2.0,0.058,82.0,50.0,32.0,0.263,118.0,47.0,71.0,0.378,203939,2022-23,1610612742,65.0,30.0,35.0,0.208,47.0,21.0,26.0,0.151
208,96,112,76,132,132.0,47.0,85.0,0.635,64.0,39.0,25.0,0.308,12.0,10.0,2.0,0.058,52.0,33.0,19.0,0.25,77.0,31.0,46.0,0.37,203939,2023-24,1610612742,52.0,20.0,32.0,0.25,26.0,11.0,15.0,0.125
270,84,186,97,173,173.0,31.0,142.0,0.641,81.0,39.0,42.0,0.3,16.0,14.0,2.0,0.059,79.0,26.0,53.0,0.293,121.0,25.0,96.0,0.448,203939,2015-16,1610612742,42.0,16.0,26.0,0.156,28.0,17.0,11.0,0.104
218,73,145,80,138,138.0,29.0,109.0,0.633,71.0,37.0,34.0,0.326,9.0,7.0,2.0,0.041,51.0,24.0,27.0,0.234,75.0,17.0,58.0,0.344,203939,2019-20,1610612742,56.0,15.0,41.0,0.257,36.0,17.0,19.0,0.165
126,44,82,43,83,83.0,18.0,65.0,0.659,41.0,24.0,17.0,0.325,2.0,2.0,0.0,0.016,19.0,5.0,14.0,0.151,49.0,20.0,29.0,0.389,1641765,2024-25,1610612742,27.0,12.0,15.0,0.214,31.0,7.0,24.0,0.246
78,24,54,16,62,62.0,15.0,47.0,0.795,14.0,7.0,7.0,0.179,2.0,2.0,0.0,0.026,11.0,5.0,6.0,0.141,26.0,5.0,21.0,0.333,1641765,2023-24,1610612742,26.0,4.0,22.0,0.333,14.0,10.0,4.0,0.179
56,12,44,14,42,42.0,8.0,34.0,0.75,12.0,3.0,9.0,0.214,2.0,1.0,1.0,0.036,7.0,1.0,6.0,0.125,12.0,1.0,11.0,0.214,1630314,2024-25,1610612742,17.0,3.0,14.0,0.304,20.0,7.0,13.0,0.357
13,4,9,1,12,12.0,4.0,8.0,0.923,1.0,0.0,1.0,0.077,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.077,4.0,0.0,4.0,0.308,1630314,2023-24,1610612742,4.0,0.0,4.0,0.308,4.0,3.0,1.0,0.308
74,19,55,15,59,59.0,13.0,46.0,0.797,15.0,6.0,9.0,0.203,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.068,15.0,3.0,12.0,0.203,1630314,2021-22,1610612757,14.0,0.0,14.0,0.189,40.0,15.0,25.0,0.541
337,71,266,78,259,259.0,34.0,225.0,0.769,68.0,29.0,39.0,0.202,10.0,8.0,2.0,0.03,48.0,12.0,36.0,0.142,91.0,16.0,75.0,0.27,202681,2018-19,1610612738,92.0,20.0,72.0,0.273,106.0,23.0,83.0,0.315
240,60,180,42,198,198.0,40.0,158.0,0.825,40.0,18.0,22.0,0.167,2.0,2.0,0.0,0.008,25.0,7.0,18.0,0.104,63.0,19.0,44.0,0.263,202681,2024-25,1610612742,48.0,8.0,40.0,0.2,104.0,26.0,78.0,0.433
228,50,178,47,181,181.0,27.0,154.0,0.794,42.0,20.0,22.0,0.184,5.0,3.0,2.0,0.022,20.0,6.0,14.0,0.088,49.0,12.0,37.0,0.215,202681,2016-17,1610612739,76.0,11.0,65.0,0.333,83.0,21.0,62.0,0.364
253,52,201,67,186,186.0,25.0,161.0,0.735,57.0,18.0,39.0,0.225,10.0,9.0,1.0,0.04,42.0,10.0,32.0,0.166,72.0,12.0,60.0,0.285,202681,2020-21,1610612751,70.0,15.0,55.0,0.277,69.0,15.0,54.0,0.273
126,15,111,24,102,102.0,6.0,96.0,0.81,24.0,9.0,15.0,0.19,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.095,31.0,5.0,26.0,0.246,202681,2021-22,1610612751,50.0,5.0,45.0,0.397,33.0,4.0,29.0,0.262
212,32,180,42,170,170.0,17.0,153.0,0.802,38.0,12.0,26.0,0.179,4.0,3.0,1.0,0.019,23.0,7.0,16.0,0.108,57.0,6.0,51.0,0.269,202681,2017-18,1610612738,62.0,9.0,53.0,0.292,70.0,10.0,60.0,0.33
100,21,79,22,78,78.0,9.0,69.0,0.78,19.0,9.0,10.0,0.19,3.0,3.0,0.0,0.03,13.0,6.0,7.0,0.13,31.0,6.0,25.0,0.31,202681,2022-23,1610612742,27.0,3.0,24.0,0.27,29.0,6.0,23.0,0.29
204,38,166,48,156,156.0,23.0,133.0,0.765,42.0,11.0,31.0,0.206,6.0,4.0,2.0,0.029,38.0,8.0,30.0,0.186,56.0,5.0,51.0,0.275,202681,2022-23,1610612751,50.0,9.0,41.0,0.245,60.0,16.0,44.0,0.294
286,43,243,64,222,222.0,29.0,193.0,0.776,57.0,9.0,48.0,0.199,7.0,5.0,2.0,0.024,47.0,7.0,40.0,0.164,72.0,8.0,64.0,0.252,202681,2023-24,1610612742,70.0,7.0,63.0,0.245,97.0,21.0,76.0,0.339
153,41,112,33,120,120.0,21.0,99.0,0.784,28.0,15.0,13.0,0.183,5.0,5.0,0.0,0.033,24.0,5.0,19.0,0.157,29.0,6.0,23.0,0.19,202681,2015-16,1610612739,35.0,8.0,27.0,0.229,65.0,22.0,43.0,0.425
103,22,81,17,86,86.0,12.0,74.0,0.835,16.0,10.0,6.0,0.155,1.0,0.0,1.0,0.01,14.0,3.0,11.0,0.136,26.0,5.0,21.0,0.252,202681,2019-20,1610612751,26.0,4.0,22.0,0.252,37.0,10.0,27.0,0.359
327,75,252,94,233,233.0,42.0,191.0,0.713,88.0,28.0,60.0,0.269,6.0,5.0,1.0,0.018,73.0,20.0,53.0,0.223,109.0,17.0,92.0,0.333,1630230,2024-25,1610612742,75.0,9.0,66.0,0.229,70.0,29.0,41.0,0.214
147,15,132,40,107,107.0,3.0,104.0,0.728,31.0,5.0,26.0,0.211,9.0,7.0,2.0,0.061,48.0,7.0,41.0,0.327,66.0,4.0,62.0,0.449,1630230,2020-21,1610612740,22.0,1.0,21.0,0.15,11.0,3.0,8.0,0.075
141,38,103,37,104,104.0,13.0,91.0,0.738,29.0,19.0,10.0,0.206,8.0,6.0,2.0,0.057,40.0,14.0,26.0,0.284,55.0,10.0,45.0,0.39,1630230,2021-22,1610612740,24.0,6.0,18.0,0.17,22.0,8.0,14.0,0.156
279,48,231,62,217,217.0,27.0,190.0,0.778,53.0,15.0,38.0,0.19,9.0,6.0,3.0,0.032,57.0,10.0,47.0,0.204,118.0,14.0,104.0,0.423,1630230,2022-23,1610612740,62.0,9.0,53.0,0.222,42.0,15.0,27.0,0.151
231,50,181,67,164,164.0,25.0,139.0,0.71,60.0,20.0,40.0,0.26,7.0,5.0,2.0,0.03,35.0,9.0,26.0,0.152,105.0,13.0,92.0,0.455,1630230,2023-24,1610612740,49.0,10.0,39.0,0.212,42.0,18.0,24.0,0.182
41,10,31,9,32,32.0,6.0,26.0,0.78,7.0,2.0,5.0,0.171,2.0,2.0,0.0,0.049,8.0,2.0,6.0,0.195,14.0,5.0,9.0,0.341,1628997,2024-25,1610612742,8.0,0.0,8.0,0.195,11.0,3.0,8.0,0.268
136,43,93,29,107,107.0,30.0,77.0,0.787,27.0,12.0,15.0,0.199,2.0,1.0,1.0,0.015,13.0,4.0,9.0,0.096,40.0,9.0,31.0,0.294,1628997,2024-25,1610612755,30.0,5.0,25.0,0.221,53.0,25.0,28.0,0.39
141,31,110,40,101,101.0,16.0,85.0,0.716,33.0,10.0,23.0,0.234,7.0,5.0,2.0,0.05,21.0,3.0,18.0,0.149,40.0,8.0,32.0,0.284,1628997,2020-21,1610612766,38.0,4.0,34.0,0.27,42.0,16.0,26.0,0.298
230,70,160,58,172,172.0,41.0,131.0,0.748,54.0,27.0,27.0,0.235,4.0,2.0,2.0,0.017,35.0,12.0,23.0,0.152,89.0,22.0,67.0,0.387,1628997,2021-22,1610612748,52.0,13.0,39.0,0.226,54.0,23.0,31.0,0.235
342,88,254,78,264,264.0,59.0,205.0,0.772,73.0,28.0,45.0,0.213,5.0,1.0,4.0,0.015,60.0,17.0,43.0,0.175,122.0,16.0,106.0,0.357,1628997,2022-23,1610612748,71.0,11.0,60.0,0.208,89.0,44.0,45.0,0.26
279,73,206,64,215,215.0,39.0,176.0,0.771,56.0,29.0,27.0,0.201,8.0,5.0,3.0,0.029,45.0,17.0,28.0,0.161,89.0,17.0,72.0,0.319,1628997,2023-24,1610612748,76.0,8.0,68.0,0.272,69.0,31.0,38.0,0.247
37,10,27,13,24,24.0,1.0,23.0,0.649,10.0,6.0,4.0,0.27,3.0,3.0,0.0,0.081,8.0,4.0,4.0,0.216,12.0,1.0,11.0,0.324,1628997,2019-20,1610612766,7.0,2.0,5.0,0.189,10.0,3.0,7.0,0.27
115,22,93,42,73,73.0,9.0,64.0,0.635,37.0,10.0,27.0,0.322,5.0,3.0,2.0,0.043,40.0,8.0,32.0,0.348,43.0,8.0,35.0,0.374,1630556,2024-25,1610612742,16.0,2.0,14.0,0.139,16.0,4.0,12.0,0.139
42,9,33,10,32,32.0,7.0,25.0,0.762,10.0,2.0,8.0,0.238,0.0,0.0,0.0,0.0,11.0,1.0,10.0,0.262,16.0,5.0,11.0,0.381,1630556,2023-24,1610612758,12.0,1.0,11.0,0.286,3.0,2.0,1.0,0.071
171,44,127,54,117,117.0,16.0,101.0,0.684,49.0,25.0,24.0,0.287,5.0,3.0,2.0,0.029,45.0,11.0,34.0,0.263,62.0,16.0,46.0,0.363,1630556,2021-22,1610612751,42.0,8.0,34.0,0.246,22.0,9.0,13.0,0.129
47,17,30,16,31,31.0,7.0,24.0,0.66,13.0,7.0,6.0,0.277,3.0,3.0,0.0,0.064,10.0,3.0,7.0,0.213,13.0,5.0,8.0,0.277,1630556,2022-23,1610612758,16.0,7.0,9.0,0.34,8.0,2.0,6.0,0.17
14,6,8,5,9,9.0,2.0,7.0,0.643,4.0,3.0,1.0,0.286,1.0,1.0,0.0,0.071,6.0,3.0,3.0,0.429,3.0,1.0,2.0,0.214,1630556,2022-23,1610612751,3.0,1.0,2.0,0.214,2.0,1.0,1.0,0.143
384,153,231,210,174,174.0,34.0,140.0,0.453,177.0,96.0,81.0,0.461,33.0,23.0,10.0,0.086,167.0,66.0,101.0,0.435,158.0,61.0,97.0,0.411,1629655,2024-25,1610612742,34.0,14.0,20.0,0.089,25.0,12.0,13.0,0.065
